domain,institution,driving_model,experiment,ensemble,model,model_version,frequency,variable,search_url,status
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,3hr,hus925,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22hus925%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,3hr,ta700,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ta700%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,1hr,clwvi,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22clwvi%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,1hr,hfls,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22hfls%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,3hr,va700,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22va700%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,1hr,tas,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22tas%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,1hr,mrro,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22mrro%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,3hr,va500,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22va500%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,mon,pr,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%22mon%22%2C%22variable%22%3A%22pr%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,1hr,zmla,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22zmla%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,1hr,hfss,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22hfss%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,3hr,hus700,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22hus700%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,3hr,ta200,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ta200%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,day,snc,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%22day%22%2C%22variable%22%3A%22snc%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,3hr,ta1000,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ta1000%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,3hr,va1000,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22va1000%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,3hr,ua200,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ua200%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,1hr,cll,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22cll%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,1hr,cin,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22cin%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,3hr,hus500,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22hus500%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,day,cin,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%22day%22%2C%22variable%22%3A%22cin%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,1hr,prw,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22prw%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,1hr,rlut,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22rlut%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,6hr,zg925,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%226hr%22%2C%22variable%22%3A%22zg925%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,6hr,zg850,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%226hr%22%2C%22variable%22%3A%22zg850%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,3hr,ua1000,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ua1000%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,6hr,zg500,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%226hr%22%2C%22variable%22%3A%22zg500%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,3hr,wa850,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22wa850%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,6hr,zg1000,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%226hr%22%2C%22variable%22%3A%22zg1000%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,day,snw,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%22day%22%2C%22variable%22%3A%22snw%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,day,mrsol,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%22day%22%2C%22variable%22%3A%22mrsol%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,3hr,va925,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22va925%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,1hr,uas,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22uas%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,day,wsgsmax,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%22day%22%2C%22variable%22%3A%22wsgsmax%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,6hr,psl,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%226hr%22%2C%22variable%22%3A%22psl%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,3hr,wa700,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22wa700%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,1hr,clivi,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%221hr%22%2C%22variable%22%3A%22clivi%22%7D,published
REU-3,CLMcom-ETH,ECMWF-ERAINT,evaluation,r1i1p1,COSMO-crCLIM,fpsconv-x2yn2-v1,3hr,ua500,https://esgf-metagrid.cloud.dkrz.de/search?project=CORDEX&activeFacets=%7B%22project%22%3A%22CORDEX-FPSCONV%22%2C%22experiment%22%3A%22evaluation%22%2C%22driving_model%22%3A%22ECMWF-ERAINT%22%2C%22institute%22%3A%22CLMcom-ETH%22%2C%22domain%22%3A%22REU-3%22%2C%22ensemble%22%3A%22r1i1p1%22%2C%22rcm_name%22%3A%22COSMO-crCLIM%22%2C%22rcm_version%22%3A%22fpsconv-x2yn2-v1%22%2C%22time_frequency%22%3A%223hr%22%2C%22variable%22%3A%22ua500%22%7D,published
