domain_id,institution_id,contact,source_id,driving_source_id,driving_variant_label,driving_experiment_id,status,estimated_completion_date,comments
AFR-12,ICTP,E. Coppola,RegCM5-0,ERA5,,evaluation,completed,2025-12,#CORDEX-CORE
AFR-12,ICTP,E. Coppola,RegCM5-0,EC-Earth3-Veg,r1i1p1f1,historical,running,2026-06,#CORDEX-CORE
AFR-12,ICTP,E. Coppola,RegCM5-0,EC-Earth3-Veg,r1i1p1f1,ssp370,running,2026-06,#CORDEX-CORE
AFR-12,ICTP,E. Coppola,RegCM5-0,MPI-ESM1-2-HR,r1i1p1f1,historical,running,2026-06,#CORDEX-CORE
AFR-12,ICTP,E. Coppola,RegCM5-0,MPI-ESM1-2-HR,r1i1p1f1,ssp370,running,2026-06,#CORDEX-CORE
AFR-12,ICTP,E. Coppola,RegCM5-0,NorESM2-MM,r1i1p1f1,historical,running,2026-06,#CORDEX-CORE
AFR-12,ICTP,E. Coppola,RegCM5-0,NorESM2-MM,r1i1p1f1,ssp370,running,2026-06,#CORDEX-CORE
AFR-18,ULL,J.C. Perez / A. Gonzalez,WRF461U,ERA5,,evaluation,planned,2026-05,#CORDEX-CORE
AFR-18,IFCA,J. Milovac / J. Fernandez,WRF461U,EC-Earth3-Veg,r1i1p1f1,historical,planned,2026-12,#CORDEX-CORE
AFR-18,IFCA,J. Milovac / J. Fernandez,WRF461U,EC-Earth3-Veg,r1i1p1f1,ssp370,planned,2026-12,#CORDEX-CORE
AFR-18,ULL,J.C. Perez / A. Gonzalez,WRF461U,MPI-ESM1-2-HR,r1i1p1f1,historical,planned,2026-12,#CORDEX-CORE
AFR-18,ULL,J.C. Perez / A. Gonzalez,WRF461U,MPI-ESM1-2-HR,r1i1p1f1,ssp370,planned,2026-12,#CORDEX-CORE
AFR-18,BCCR,O. Gokturk / S. Sobolowski,WRF461U,NorESM2-MM,r1i1p1f1,historical,planned,2026-12,#CORDEX-CORE
AFR-18,BCCR,O. Gokturk / S. Sobolowski,WRF461U,NorESM2-MM,r1i1p1f1,ssp370,planned,2026-12,#CORDEX-CORE
AFR-12,MOHC,E. Buonomo,HadREM3-GA7-05,ERA5,,evaluation,planned,2026-06,#CORDEX-CORE
AFR-12,MOHC,E. Buonomo,HadREM3-GA7-05,EC-Earth3-Veg,r1i1p1f1,historical,planned,2026-06,#CORDEX-CORE
AFR-12,MOHC,E. Buonomo,HadREM3-GA7-05,EC-Earth3-Veg,r1i1p1f1,ssp370,planned,2026-06,#CORDEX-CORE
AFR-12,MOHC,E. Buonomo,HadREM3-GA7-05,MPI-ESM1-2-HR,r1i1p1f1,historical,planned,2026-06,#CORDEX-CORE
AFR-12,MOHC,E. Buonomo,HadREM3-GA7-05,MPI-ESM1-2-HR,r1i1p1f1,ssp370,planned,2026-06,#CORDEX-CORE
AFR-12,MOHC,E. Buonomo,HadREM3-GA7-05,NorESM2-MM,r1i1p1f1,historical,planned,2026-06,#CORDEX-CORE
AFR-12,MOHC,E. Buonomo,HadREM3-GA7-05,NorESM2-MM,r1i1p1f1,ssp370,planned,2026-06,#CORDEX-CORE
ANT-12,BAS,E. Gilbert / A. Orr,MetUM,ERA5,,evaluation,completed,2025-04,
ANT-12,ULiege,X. Fettweis / D. Maure,MAR3-13,ERA5,,evaluation,completed,2024-12,
ANT-12,ULiege,X. Fettweis / D. Maure,MAR3-13,CESM2,r11i1p1f1,historical,completed,2024-12,
ANT-12,ULiege,X. Fettweis / D. Maure,MAR3-13,CESM2,r11i1p1f1,ssp370,completed,2024-12,
ANT-12,ULiege,X. Fettweis / D. Maure,MAR3-13,MPI-ESM1-2-LR,r1i1p1f1,historical,completed,2024-12,
ANT-12,ULiege,X. Fettweis / D. Maure,MAR3-13,MPI-ESM1-2-LR,r1i1p1f1,ssp370,completed,2024-12,
ARC-12,AWI,J. Landwehrs / A. Rinke,ICON-CLM-2-6-6-1-1,ERA5,,evaluation,completed,2024-04,
ARC-12,AWI,J. Landwehrs / A. Rinke,ICON-CLM-2-6-6-1-1,CNRM-ESM2-1,r1i1p1f2,historical,completed,2024-05,
ARC-12,AWI,J. Landwehrs / A. Rinke,ICON-CLM-2-6-6-1-1,CNRM-ESM2-1,r1i1p1f2,ssp370,completed,2024-09,
ARC-12,AWI,J. Landwehrs / A. Rinke,ICON-CLM-202401-1-1,NorESM2-MM,r1i1p1f1,historical,completed,2024-05,
ARC-12,AWI,J. Landwehrs / A. Rinke,ICON-CLM-202401-1-1,NorESM2-MM,r1i1p1f1,ssp370,completed,2024-09,
ARC-12,BAS,E. Gilbert / A. Orr,MetUM,ERA5,,evaluation,completed,2025-04,
ARC-12,NORCE-BCCR,P. A. Mooney / C. De Falco / J. Negrel,WRF412v1,ERA5,,evaluation,completed,2024-01,
ARC-12,NORCE-BCCR,P. A. Mooney / C. De Falco / J. Negrel,WRF412v1,CNRM-ESM2-1,r1i1p1f2,historical,completed,2024-10,
ARC-12,NORCE-BCCR,P. A. Mooney / C. De Falco / J. Negrel,WRF412v1,CNRM-ESM2-1,r1i1p1f2,ssp370,completed,2025-01,
ARC-12,NORCE-BCCR,P. A. Mooney / C. De Falco / J. Negrel,WRF412v1,NorESM2-MM,r1i1p1f1,historical,completed,2024-07,
ARC-12,NORCE-BCCR,P. A. Mooney / C. De Falco / J. Negrel,WRF412v1,NorESM2-MM,r1i1p1f1,ssp370,completed,2024-09,
ARC-12,ULiege,X. Fettweis / C. Lambin,MAR3-13,ERA5,,evaluation,completed,2024-12,
ARC-12,ULiege,X. Fettweis / C. Lambin,MAR3-13,CNRM-ESM2-1,r1i1p1f2,historical,completed,2024-12,
ARC-12,ULiege,X. Fettweis / C. Lambin,MAR3-13,CNRM-ESM2-1,r1i1p1f2,ssp370,completed,2024-12,
ARC-12,ULiege,X. Fettweis / C. Lambin,MAR3-13,NorESM2-MM,r1i1p1f1,historical,completed,2024-12,
ARC-12,ULiege,X. Fettweis / C. Lambin,MAR3-13,NorESM2-MM,r1i1p1f1,ssp370,completed,2024-12,
AUS-12,ICTP,E. Coppola,RegCM5-0,ERA5,,evaluation,completed,2025-11,#CORDEX-CORE
AUS-12,ICTP,E. Coppola,RegCM5-0,EC-Earth3-Veg,r1i1p1f1,historical,running,2025-12,#CORDEX-CORE
AUS-12,ICTP,E. Coppola,RegCM5-0,EC-Earth3-Veg,r1i1p1f1,ssp370,running,2025-12,#CORDEX-CORE
AUS-12,ICTP,E. Coppola,RegCM5-0,NorESM2-MM,r1i1p1f1,historical,running,2025-12,#CORDEX-CORE
AUS-12,ICTP,E. Coppola,RegCM5-0,NorESM2-MM,r1i1p1f1,ssp370,running,2025-12,#CORDEX-CORE
AUS-12,ICTP,E. Coppola,RegCM5-0,MPI-ESM1-2-HR,r1i1p1f1,historical,running,2025-12,#CORDEX-CORE
AUS-12,ICTP,E. Coppola,RegCM5-0,MPI-ESM1-2-HR,r1i1p1f1,ssp370,running,2025-12,#CORDEX-CORE
AUS-20i,CSIRO,M. Thatcher,CCAM-v2203-SN,ERA5,,evaluation,completed,2022-06,
AUS-20i,CSIRO,M. Thatcher,CCAM-v2203-SN,ACCESS-CM2,r4i1p1f1,historical,completed,2023-11,
AUS-20i,CSIRO,M. Thatcher,CCAM-v2203-SN,ACCESS-CM2,r4i1p1f1,ssp126,completed,2023-11,
AUS-20i,CSIRO,M. Thatcher,CCAM-v2203-SN,ACCESS-CM2,r4i1p1f1,ssp370,completed,2023-11,
AUS-20i,CSIRO,M. Thatcher,CCAM-v2203-SN,ACCESS-CM2,r4i1p1f1,ssp585,completed,2023-11,
AUS-20i,CSIRO,M. Thatcher,CCAM-v2203-SN,ACCESS-ESM1-5,r6i1p1f1,historical,completed,2023-11,
AUS-20i,CSIRO,M. Thatcher,CCAM-v2203-SN,ACCESS-ESM1-5,r6i1p1f1,ssp126,completed,2023-11,
AUS-20i,CSIRO,M. Thatcher,CCAM-v2203-SN,ACCESS-ESM1-5,r6i1p1f1,ssp370,completed,2023-11,
AUS-20i,CSIRO,M. Thatcher,CCAM-v2203-SN,CESM2,r1i1p1f1,historical,completed,2023-11,
AUS-20i,CSIRO,M. Thatcher,CCAM-v2203-SN,CESM2,r1i1p1f1,ssp126,completed,2023-11,
AUS-20i,CSIRO,M. Thatcher,CCAM-v2203-SN,CESM2,r1i1p1f1,ssp370,completed,2023-11,
AUS-20i,CSIRO,M. Thatcher,CCAM-v2203-SN,CMCC-ESM2,r1i1p1f1,historical,completed,2023-11,
AUS-20i,CSIRO,M. Thatcher,CCAM-v2203-SN,CMCC-ESM2,r1i1p1f1,ssp126,completed,2023-11,
AUS-20i,CSIRO,M. Thatcher,CCAM-v2203-SN,CMCC-ESM2,r1i1p1f1,ssp370,completed,2023-11,
AUS-20i,CSIRO,M. Thatcher,CCAM-v2203-SN,CNRM-ESM2-1,r1i1p1f2,historical,completed,2023-11,
AUS-20i,CSIRO,M. Thatcher,CCAM-v2203-SN,CNRM-ESM2-1,r1i1p1f2,ssp126,completed,2023-11,
AUS-20i,CSIRO,M. Thatcher,CCAM-v2203-SN,CNRM-ESM2-1,r1i1p1f2,ssp370,completed,2023-11,
AUS-20i,CSIRO,M. Thatcher,CCAM-v2203-SN,EC-Earth3,r1i1p1f1,historical,completed,2023-11,
AUS-20i,CSIRO,M. Thatcher,CCAM-v2203-SN,EC-Earth3,r1i1p1f1,ssp126,completed,2023-11,
AUS-20i,CSIRO,M. Thatcher,CCAM-v2203-SN,EC-Earth3,r1i1p1f1,ssp370,completed,2023-11,
AUS-20i,CSIRO,M. Thatcher,CCAM-v2203-SN,EC-Earth3,r1i1p1f1,ssp585,completed,2023-11,
AUS-20i,CSIRO,M. Thatcher,CCAM-v2203-SN,NorESM2-MM,r1i1p1f1,historical,completed,2022-06,
AUS-20i,CSIRO,M. Thatcher,CCAM-v2203-SN,NorESM2-MM,r1i1p1f1,ssp126,completed,2022-06,
AUS-20i,CSIRO,M. Thatcher,CCAM-v2203-SN,NorESM2-MM,r1i1p1f1,ssp370,completed,2022-06,
AUS-20i,NSW-DPE,G. di Virgilio,WRF412C1,ERA5,,evaluation,running,2024-03,#CORDEX-CORE
AUS-20i,NSW-DPE,G. di Virgilio,WRF412C1,ACCESS-ESM1-5,r6i1p1f1,historical,completed,2023-11,
AUS-20i,NSW-DPE,G. di Virgilio,WRF412C1,ACCESS-ESM1-5,r6i1p1f1,ssp126,completed,2023-11,
AUS-20i,NSW-DPE,G. di Virgilio,WRF412C1,ACCESS-ESM1-5,r6i1p1f1,ssp245,planned,2025-12,
AUS-20i,NSW-DPE,G. di Virgilio,WRF412C1,ACCESS-ESM1-5,r6i1p1f1,ssp370,completed,2023-11,
AUS-20i,NSW-DPE,G. di Virgilio,WRF412C1,EC-Earth3-Veg,r1i1p1f1,historical,completed,2023-11,#CORDEX-CORE
AUS-20i,NSW-DPE,G. di Virgilio,WRF412C1,EC-Earth3-Veg,r1i1p1f1,ssp126,completed,2023-11,
AUS-20i,NSW-DPE,G. di Virgilio,WRF412C1,EC-Earth3-Veg,r1i1p1f1,ssp245,planned,2025-12,
AUS-20i,NSW-DPE,G. di Virgilio,WRF412C1,EC-Earth3-Veg,r1i1p1f1,ssp370,completed,2023-11,#CORDEX-CORE
AUS-20i,NSW-DPE,G. di Virgilio,WRF-R3,MPI-ESM1-2-HR,r1i1p1f1,historical,completed,2023-11,#CORDEX-CORE
AUS-20i,NSW-DPE,G. di Virgilio,WRF-R3,MPI-ESM1-2-HR,r1i1p1f1,ssp126,completed,2023-11,
AUS-20i,NSW-DPE,G. di Virgilio,WRF-R3,MPI-ESM1-2-HR,r1i1p1f1,ssp245,planned,2025-12,
AUS-20i,NSW-DPE,G. di Virgilio,WRF-R3,MPI-ESM1-2-HR,r1i1p1f1,ssp370,completed,2023-11,#CORDEX-CORE
AUS-20i,NSW-DPE,G. di Virgilio,WRF-R3,NorESM2-MM,r1i1p1f1,historical,running,2023-12,#CORDEX-CORE
AUS-20i,NSW-DPE,G. di Virgilio,WRF-R3,NorESM2-MM,r1i1p1f1,ssp126,running,2024-03,
AUS-20i,NSW-DPE,G. di Virgilio,WRF-R3,NorESM2-MM,r1i1p1f1,ssp245,planned,2025-12,
AUS-20i,NSW-DPE,G. di Virgilio,WRF-R3,NorESM2-MM,r1i1p1f1,ssp370,running,2024-03,#CORDEX-CORE
AUS-20i,NSW-DPE,G. di Virgilio,WRF412C1,UKESM1-0-LL,r1i1p1f2,historical,completed,2023-11,
AUS-20i,NSW-DPE,G. di Virgilio,WRF412C1,UKESM1-0-LL,r1i1p1f2,ssp126,completed,2023-11,
AUS-20i,NSW-DPE,G. di Virgilio,WRF412C1,UKESM1-0-LL,r1i1p1f2,ssp245,planned,2025-12,
AUS-20i,NSW-DPE,G. di Virgilio,WRF412C1,UKESM1-0-LL,r1i1p1f2,ssp370,completed,2023-11,
CAM-12,UCR,H. Hidalgo,ESD-BCSD/delta,ERA5,,evaluation,planned,2026-12,#ESD Method: BCSD (Wood et al. 2004) or delta (Navarro-Racines et al. 2020)
CAM-12,UCR,H. Hidalgo,ESD-BCSD/delta,GFDL-ESM4,r1i1p1f1,historical,planned,2026-12,#ESD
CAM-12,UCR,H. Hidalgo,ESD-BCSD/delta,GFDL-ESM4,r1i1p1f1,ssp126,planned,2026-12,#ESD
CAM-12,UCR,H. Hidalgo,ESD-BCSD/delta,GFDL-ESM4,r1i1p1f1,ssp245,planned,2026-12,#ESD
CAM-12,UCR,H. Hidalgo,ESD-BCSD/delta,GFDL-ESM4,r1i1p1f1,ssp370,planned,2026-12,#ESD
CAM-12,UCR,H. Hidalgo,ESD-BCSD/delta,GFDL-ESM4,r1i1p1f1,ssp585,planned,2026-12,#ESD
CAM-12,UCR,H. Hidalgo,ESD-BCSD/delta,IPSL-CM6A-LR,r1i1p1f1,historical,planned,2026-12,#ESD
CAM-12,UCR,H. Hidalgo,ESD-BCSD/delta,IPSL-CM6A-LR,r1i1p1f1,ssp126,planned,2026-12,#ESD
CAM-12,UCR,H. Hidalgo,ESD-BCSD/delta,IPSL-CM6A-LR,r1i1p1f1,ssp245,planned,2026-12,#ESD
CAM-12,UCR,H. Hidalgo,ESD-BCSD/delta,IPSL-CM6A-LR,r1i1p1f1,ssp370,planned,2026-12,#ESD
CAM-12,UCR,H. Hidalgo,ESD-BCSD/delta,IPSL-CM6A-LR,r1i1p1f1,ssp585,planned,2026-12,#ESD
CAM-12,UCR,H. Hidalgo,ESD-BCSD/delta,MPI-ESM1-2-HR,r1i1p1f1,historical,planned,2026-06,#ESD
CAM-12,UCR,H. Hidalgo,ESD-BCSD/delta,MPI-ESM1-2-HR,r1i1p1f1,ssp126,planned,2026-06,#ESD
CAM-12,UCR,H. Hidalgo,ESD-BCSD/delta,MPI-ESM1-2-HR,r1i1p1f1,ssp245,planned,2026-06,#ESD
CAM-12,UCR,H. Hidalgo,ESD-BCSD/delta,MPI-ESM1-2-HR,r1i1p1f1,ssp370,planned,2026-06,#ESD
CAM-12,UCR,H. Hidalgo,ESD-BCSD/delta,MPI-ESM1-2-HR,r1i1p1f1,ssp585,planned,2026-06,#ESD
CAM-12,UCR,H. Hidalgo,ESD-BCSD/delta,MRI-ESM2-0,r1i1p1f1,historical,planned,2026-12,#ESD
CAM-12,UCR,H. Hidalgo,ESD-BCSD/delta,MRI-ESM2-0,r1i1p1f1,ssp126,planned,2026-12,#ESD
CAM-12,UCR,H. Hidalgo,ESD-BCSD/delta,MRI-ESM2-0,r1i1p1f1,ssp245,planned,2026-12,#ESD
CAM-12,UCR,H. Hidalgo,ESD-BCSD/delta,MRI-ESM2-0,r1i1p1f1,ssp370,planned,2026-12,#ESD
CAM-12,UCR,H. Hidalgo,ESD-BCSD/delta,MRI-ESM2-0,r1i1p1f1,ssp585,planned,2026-12,#ESD
CAM-12,UCR,H. Hidalgo,ESD-BCSD/delta,UKESM1-0-LL,r1i1p1f2,historical,planned,2026-12,#ESD
CAM-12,UCR,H. Hidalgo,ESD-BCSD/delta,UKESM1-0-LL,r1i1p1f2,ssp126,planned,2026-12,#ESD
CAM-12,UCR,H. Hidalgo,ESD-BCSD/delta,UKESM1-0-LL,r1i1p1f2,ssp245,planned,2026-12,#ESD
CAM-12,UCR,H. Hidalgo,ESD-BCSD/delta,UKESM1-0-LL,r1i1p1f2,ssp370,planned,2026-12,#ESD
CAM-12,UCR,H. Hidalgo,ESD-BCSD/delta,UKESM1-0-LL,r1i1p1f2,ssp585,planned,2026-12,#ESD
CAM-12,ORNL,M. Ashfaq,RegCM5-0,ERA5,,evaluation,running,2026-06,#CORDEX-CORE
CAM-12,ORNL,M. Ashfaq,RegCM5-0,EC-Earth3-Veg,r1i1p1f1,historical,planned,2026-06,#CORDEX-CORE
CAM-12,ORNL,M. Ashfaq,RegCM5-0,EC-Earth3-Veg,r1i1p1f1,ssp370,planned,2026-06,#CORDEX-CORE
CAM-12,ORNL,M. Ashfaq,RegCM5-0,MPI-ESM1-2-HR,r1i1p1f1,historical,planned,2026-06,#CORDEX-CORE
CAM-12,ORNL,M. Ashfaq,RegCM5-0,MPI-ESM1-2-HR,r1i1p1f1,ssp370,planned,2026-06,#CORDEX-CORE
CAM-12,ORNL,M. Ashfaq,RegCM5-0,NorESM2-MM,r1i1p1f1,historical,planned,2026-06,#CORDEX-CORE
CAM-12,ORNL,M. Ashfaq,RegCM5-0,NorESM2-MM,r1i1p1f1,ssp370,planned,2026-06,#CORDEX-CORE
CAM-12,BCCR,O. Gokturk / S. Sobolowski,WRF461U,ERA5,,evaluation,planned,2026-05,#CORDEX-CORE
CAM-12,MOHC,E. Buonomo,HadREM3-GA7-05,ERA5,,evaluation,planned,2026-06,#CORDEX-CORE
CAM-12,MOHC,E. Buonomo,HadREM3-GA7-05,EC-Earth3-Veg,r1i1p1f1,historical,planned,2026-06,#CORDEX-CORE
CAM-12,MOHC,E. Buonomo,HadREM3-GA7-05,EC-Earth3-Veg,r1i1p1f1,ssp370,planned,2026-06,#CORDEX-CORE
CAM-12,MOHC,E. Buonomo,HadREM3-GA7-05,MPI-ESM1-2-HR,r1i1p1f1,historical,planned,2026-06,#CORDEX-CORE
CAM-12,MOHC,E. Buonomo,HadREM3-GA7-05,MPI-ESM1-2-HR,r1i1p1f1,ssp370,planned,2026-06,#CORDEX-CORE
CAM-12,MOHC,E. Buonomo,HadREM3-GA7-05,NorESM2-MM,r1i1p1f1,historical,planned,2026-06,#CORDEX-CORE
CAM-12,MOHC,E. Buonomo,HadREM3-GA7-05,NorESM2-MM,r1i1p1f1,ssp370,planned,2026-06,#CORDEX-CORE
CAS-12,CLMcom-PIK,B. Fallah / I. Didovets,COSMO-CLM,EC-Earth3-Veg,r1i1p1f1,historical,completed,2025-01,
CAS-12,CLMcom-PIK,B. Fallah / I. Didovets,COSMO-CLM,EC-Earth3-Veg,r1i1p1f1,ssp126,completed,2025-01,
CAS-12,CLMcom-PIK,B. Fallah / I. Didovets,COSMO-CLM,EC-Earth3-Veg,r1i1p1f1,ssp370,completed,2025-01,
CAS-12,CLMcom-PIK,B. Fallah / I. Didovets,COSMO-CLM,EC-Earth3-Veg,r1i1p1f1,ssp585,completed,2025-01,
CAS-12,CLMcom-PIK,B. Fallah / I. Didovets,COSMO-CLM,MPI-ESM1-2-HR,r1i1p1f1,historical,completed,2025-01,
CAS-12,CLMcom-PIK,B. Fallah / I. Didovets,COSMO-CLM,MPI-ESM1-2-HR,r1i1p1f1,ssp126,completed,2025-01,
CAS-12,CLMcom-PIK,B. Fallah / I. Didovets,COSMO-CLM,MPI-ESM1-2-HR,r1i1p1f1,ssp370,completed,2025-01,
CAS-12,CLMcom-PIK,B. Fallah / I. Didovets,COSMO-CLM,MPI-ESM1-2-HR,r1i1p1f1,ssp585,completed,2025-01,
EAS-12,ICTP,E. Coppola,RegCM5-0,ERA5,,evaluation,running,2025-12,#CORDEX-CORE
EAS-12,ICTP,E. Coppola,RegCM5-0,EC-Earth3-Veg,r1i1p1f1,historical,running,2026-06,#CORDEX-CORE
EAS-12,ICTP,E. Coppola,RegCM5-0,EC-Earth3-Veg,r1i1p1f1,ssp370,running,2026-06,#CORDEX-CORE
EAS-12,ICTP,E. Coppola,RegCM5-0,MPI-ESM1-2-HR,r1i1p1f1,historical,running,2026-06,#CORDEX-CORE
EAS-12,ICTP,E. Coppola,RegCM5-0,MPI-ESM1-2-HR,r1i1p1f1,ssp370,running,2026-06,#CORDEX-CORE
EAS-12,ICTP,E. Coppola,RegCM5-0,NorESM2-MM,r1i1p1f1,historical,running,2026-06,#CORDEX-CORE
EAS-12,ICTP,E. Coppola,RegCM5-0,NorESM2-MM,r1i1p1f1,ssp370,running,2026-06,#CORDEX-CORE
EAS-12,FUDAN,G. Zhang / J. Yuan,WRF461U,ERA5,,evaluation,planned,2026-07,#CORDEX-CORE
EAS-12,FUDAN,G. Zhang / J. Yuan,WRF461U,MPI-ESM1-2-HR,r1i1p1f1,historical,planned,2026-09,#CORDEX-CORE
EAS-12,FUDAN,G. Zhang / J. Yuan,WRF461U,MPI-ESM1-2-HR,r1i1p1f1,ssp370,planned,2026-10,#CORDEX-CORE
EAS-12,UNIST,U. Han / D.-H. Cha,WRF461U,EC-Earth3-Veg,r1i1p1f1,historical,planned,2026-09,#CORDEX-CORE
EAS-12,UNIST,U. Han / D.-H. Cha,WRF461U,EC-Earth3-Veg,r1i1p1f1,ssp370,planned,2026-09,#CORDEX-CORE
EAS-12,UNIST,U. Han / D.-H. Cha,WRF461U,NorESM2-MM,r1i1p1f1,historical,planned,2026-12,#CORDEX-CORE
EAS-12,UNIST,U. Han / D.-H. Cha,WRF461U,NorESM2-MM,r1i1p1f1,ssp370,planned,2026-12,#CORDEX-CORE
EAS-25,KNU,E.-C. Chang / U.-Y. Byun,GRIMs3-2,UKESM1-0-LL,r15i1p1f2,historical,completed,2022-12,see http://cordex-ea.climate.go.kr/cordex/models.do
EAS-25,KNU,E.-C. Chang / U.-Y. Byun,GRIMs3-2,UKESM1-0-LL,r15i1p1f2,ssp126,completed,2022-12,
EAS-25,KNU,E.-C. Chang / U.-Y. Byun,GRIMs3-2,UKESM1-0-LL,r15i1p1f2,ssp245,planned,2022-12,
EAS-25,KNU,E.-C. Chang / U.-Y. Byun,GRIMs3-2,UKESM1-0-LL,r15i1p1f2,ssp370,planned,2022-12,
EAS-25,KNU,E.-C. Chang / U.-Y. Byun,GRIMs3-2,UKESM1-0-LL,r15i1p1f2,ssp585,completed,2022-12,
EAS-25,NIMS-KMA,Y.-H. Byun / J.-U. Kim,HadGEM3-RA,UKESM1-0-LL,r15i1p1f2,historical,completed,2022-12,HadGEM3-RA (UM v8.1) see http://cordex-ea.climate.go.kr/cordex/models.do
EAS-25,NIMS-KMA,Y.-H. Byun / J.-U. Kim,HadGEM3-RA,UKESM1-0-LL,r15i1p1f2,ssp126,completed,2022-12,
EAS-25,NIMS-KMA,Y.-H. Byun / J.-U. Kim,HadGEM3-RA,UKESM1-0-LL,r15i1p1f2,ssp245,completed,2024-12,
EAS-25,NIMS-KMA,Y.-H. Byun / J.-U. Kim,HadGEM3-RA,UKESM1-0-LL,r15i1p1f2,ssp370,completed,2024-12,
EAS-25,NIMS-KMA,Y.-H. Byun / J.-U. Kim,HadGEM3-RA,UKESM1-0-LL,r15i1p1f2,ssp585,completed,2022-12,
EAS-25,PNU,J.-B. Ahn / G.-Y. Seo,WRF400,UKESM1-0-LL,r15i1p1f2,historical,completed,2022-12,see http://cordex-ea.climate.go.kr/cordex/models.do
EAS-25,PNU,J.-B. Ahn / G.-Y. Seo,WRF400,UKESM1-0-LL,r15i1p1f2,ssp126,completed,2022-12,
EAS-25,PNU,J.-B. Ahn / G.-Y. Seo,WRF400,UKESM1-0-LL,r15i1p1f2,ssp245,planned,2022-12,
EAS-25,PNU,J.-B. Ahn / G.-Y. Seo,WRF400,UKESM1-0-LL,r15i1p1f2,ssp370,planned,2022-12,
EAS-25,PNU,J.-B. Ahn / G.-Y. Seo,WRF400,UKESM1-0-LL,r15i1p1f2,ssp585,completed,2022-12,
EAS-25,POSTECH,S.-K. Min / S.-Y. Jo,COSMO-CLM5-0-9,UKESM1-0-LL,r15i1p1f2,historical,completed,2022-12,see http://cordex-ea.climate.go.kr/cordex/models.do
EAS-25,POSTECH,S.-K. Min / S.-Y. Jo,COSMO-CLM5-0-9,UKESM1-0-LL,r15i1p1f2,ssp126,completed,2022-12,
EAS-25,POSTECH,S.-K. Min / S.-Y. Jo,COSMO-CLM5-0-9,UKESM1-0-LL,r15i1p1f2,ssp245,completed,2022-12,
EAS-25,POSTECH,S.-K. Min / S.-Y. Jo,COSMO-CLM5-0-9,UKESM1-0-LL,r15i1p1f2,ssp370,completed,2022-12,
EAS-25,POSTECH,S.-K. Min / S.-Y. Jo,COSMO-CLM5-0-9,UKESM1-0-LL,r15i1p1f2,ssp585,completed,2022-12,
EAS-25,UNIST,D.-H. Cha / S.-W. Shin,RegCM4-6,UKESM1-0-LL,r15i1p1f2,historical,completed,2022-12,RegCM v4.6.1 see http://cordex-ea.climate.go.kr/cordex/models.do We have completed the ERA-Interim evaluation runs. ERA5 evaluation runs not planned yet.
EAS-25,UNIST,D.-H. Cha / S.-W. Shin,RegCM4-6,UKESM1-0-LL,r15i1p1f2,ssp126,completed,2022-12,
EAS-25,UNIST,D.-H. Cha / S.-W. Shin,RegCM4-6,UKESM1-0-LL,r15i1p1f2,ssp245,planned,2022-12,
EAS-25,UNIST,D.-H. Cha / S.-W. Shin,RegCM4-6,UKESM1-0-LL,r15i1p1f2,ssp370,planned,2022-12,
EAS-25,UNIST,D.-H. Cha / S.-W. Shin,RegCM4-6,UKESM1-0-LL,r15i1p1f2,ssp585,completed,2022-12,
EUR-12,EURO-CORDEX,,. Comunity selected GCMs,CMCC-CM2-SR5,r1i1p1f1,selected,selected,,Model selected in EURO-CORDEX GA 2022
EUR-12,EURO-CORDEX,,. Comunity selected GCMs,CNRM-ESM2-1,r1i1p1f2,selected,selected,,Model selected in EURO-CORDEX GA 2022
EUR-12,EURO-CORDEX,,. Comunity selected GCMs,EC-Earth3-Veg,r1i1p1f1,selected,selected,,Model selected in EURO-CORDEX GA 2022
EUR-12,EURO-CORDEX,,. Comunity selected GCMs,MIROC6,r1i1p1f1,selected,selected,,Model selected in EURO-CORDEX GA 2022
EUR-12,EURO-CORDEX,,. Comunity selected GCMs,MPI-ESM1-2-HR,r1i1p1f1,selected,selected,,Model selected in EURO-CORDEX GA 2022
EUR-12,EURO-CORDEX,,. Comunity selected GCMs,NorESM2-MM,r1i1p1f1,selected,selected,,Model selected in EURO-CORDEX GA 2022
EUR-12,AUTH,E. Katragkou / V. Pavlidis,WRF451Q,ERA5,,evaluation,running,2026-04,#RCMintvar Realization r3
EUR-12,AUTH,E. Katragkou / V. Pavlidis,WRF451Q,MPI-ESM1-2-HR,r1i1p1f1,historical,running,2026-06,#EURbalanced #ManySSP #CORDEX-CORE
EUR-12,AUTH,E. Katragkou / V. Pavlidis,WRF451Q,MPI-ESM1-2-HR,r1i1p1f1,ssp126,running,2026-10,#EURbalanced #ManySSP
EUR-12,BCCR-UCAN,S. Sobolowski / O. Gokturk / J. Fernandez / J. Milovac,WRF451Q,NorESM2-MM,r1i1p1f1,historical,completed,2025-01,#EURbalanced #CORDEX-CORE
EUR-12,BCCR-UCAN,S. Sobolowski / O. Gokturk / J. Fernandez / J. Milovac,WRF451Q,NorESM2-MM,r1i1p1f1,ssp126,completed,2025-12,#EURbalanced
EUR-12,BCCR-UCAN,S. Sobolowski / O. Gokturk / J. Fernandez / J. Milovac,WRF451Q,NorESM2-MM,r1i1p1f1,ssp370,completed,2025-12,#EURbalanced #CORDEX-CORE
EUR-12,CESAM-UA,D. Carvalho,WRF451Q,ERA5,,evaluation,completed,2025-06,#RCMintvar Realization r2
